# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|SetId|CardId|Rarity|ImageURL
EG26627ecee1|1HP|1HP264|M|https://storage.googleapis.com/fabmaster/media/images/1HP264.width-450.png
EG26627ecee1|AVS|AVS004|M|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AVS004.webp
EG26627ecee1|CRU|CRU141|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU141.png
EG26627ecee1|CRU|CRU141|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU141.png
EG58547247b3|1HP|1HP097|M|https://storage.googleapis.com/fabmaster/media/images/1HP097.width-450.png
EG58547247b3|CRU|CRU053|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU053.png
EG58547247b3|CRU|CRU053|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU053.png
EG25de590814|1HP|1HP146|M|https://storage.googleapis.com/fabmaster/media/images/1HP146.width-450.png
EG25de590814|CRU|CRU081|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU081.png
EG25de590814|CRU|CRU081|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU081.png
EG25de590814|FAB|FAB073|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB073.png
EGf01b49b04f|1HP|1HP049|M|https://storage.googleapis.com/fabmaster/media/images/1HP049.width-450.png
EGf01b49b04f|CRU|CRU025|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU025.png
EGf01b49b04f|CRU|CRU025|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU025.png
EGf01b49b04f|FAB|FAB107|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB107.png
EGe46d28cc9f|1HP|1HP358|M|https://storage.googleapis.com/fabmaster/media/images/1HP358.width-450.png
EGe46d28cc9f|CRU|CRU179|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU179.png
EGe46d28cc9f|CRU|CRU179|M|https://storage.googleapis.com/fabmaster/media/images/CRU179_Gamblers_Gloves.width-10000.png
EGe46d28cc9f|FAB|FAB074|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB074.png
EGc365350410|1HP|1HP307|M|https://storage.googleapis.com/fabmaster/media/images/1HP307.width-450.png
EGc365350410|CRU|CRU161|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU161.png
EGc365350410|CRU|CRU161|M|https://storage.googleapis.com/fabmaster/media/images/CRU161_Metacarpus_Node.width-10000.png
EGc365350410|FAB|FAB108|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB108.png
EG7a9b69c302|1HP|1HP227|M|https://storage.googleapis.com/fabmaster/media/images/1HP227.width-450.png
EG7a9b69c302|CRU|CRU122|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU122.png
EG7a9b69c302|CRU|CRU122|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU122.png
EG02d87961af|1HP|1HP009|M|https://storage.googleapis.com/fabmaster/media/images/1HP009.width-450.png
EG02d87961af|CRU|CRU006|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU006.png
EG02d87961af|CRU|CRU006|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU006.png
EG3d09dc9d76|1HP|1HP187|M|https://storage.googleapis.com/fabmaster/media/images/1HP187.width-450.png
EG3d09dc9d76|CRU|CRU102|M|https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU102.png
EG3d09dc9d76|CRU|CRU102|M|https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU102.png
EG77bf480cce|CHN|CHN005|C|https://storage.googleapis.com/fabmaster/media/images/CHN005.width-450.png
EG77bf480cce|FAB|FAB149|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB149.png
EG77bf480cce|MON|MON230|C|https://storage.googleapis.com/fabmaster/media/images/MON230.width-450.png
EG77bf480cce|MON|MON230|C|https://storage.googleapis.com/fabmaster/media/images/U-MON230.width-450.png
EG162bc9056b|MON|MON238|C|https://storage.googleapis.com/fabmaster/media/images/MON238.width-450.png
EG162bc9056b|MON|MON238|C|https://storage.googleapis.com/fabmaster/media/images/U-MON238.width-450.png
EG5f4b6e12a5|FAB|FAB018|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB018.png
EG5f4b6e12a5|MON|MON187|L|https://storage.googleapis.com/fabmaster/media/images/MON187.width-450.png
EG5f4b6e12a5|MON|MON187|L|https://storage.googleapis.com/fabmaster/media/images/U-MON187.width-450.png
EGe0a905df66|MON|MON090|C|https://storage.googleapis.com/fabmaster/media/images/MON090.width-450.png
EGe0a905df66|MON|MON090|C|https://storage.googleapis.com/fabmaster/media/images/U-MON090.width-450.png
EGe0a905df66|PSM|PSM006|C|https://storage.googleapis.com/fabmaster/media/images/PSM006.width-450.png
EGc26db91073|CHN|CHN004|C|https://storage.googleapis.com/fabmaster/media/images/CHN004.width-450.png
EGc26db91073|FAB|FAB072|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB072.png
EGc26db91073|LEV|LEV004|C|https://storage.googleapis.com/fabmaster/media/images/LEV004.width-450.png
EGc26db91073|MON|MON188|C|https://storage.googleapis.com/fabmaster/media/images/MON188.width-450.png
EGc26db91073|MON|MON188|C|https://storage.googleapis.com/fabmaster/media/images/U-MON188.width-450.png
EG6718849c36|BOL|BOL007|C|https://storage.googleapis.com/fabmaster/media/images/BOL007.width-450.png
EG6718849c36|DVR|DVR005|C|https://storage.googleapis.com/fabmaster/media/images/DVR005.width-450.png
EG6718849c36|MON|MON108|C|https://storage.googleapis.com/fabmaster/media/images/MON108.width-450.png
EG6718849c36|MON|MON108|C|https://storage.googleapis.com/fabmaster/media/images/U-MON108.width-450.png
EGaf2f7291cd|BOL|BOL005|C|https://storage.googleapis.com/fabmaster/media/images/BOL005.width-450.png
EGaf2f7291cd|FAB|FAB103|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB103.png
EGaf2f7291cd|MON|MON061|C|https://storage.googleapis.com/fabmaster/media/images/MON061.width-450.png
EGaf2f7291cd|MON|MON061|C|https://storage.googleapis.com/fabmaster/media/images/U-MON061.width-450.png
EGaf2f7291cd|PSM|PSM004|C|https://storage.googleapis.com/fabmaster/media/images/PSM004.width-450.png
EGaf2f7291cd|SBL|SBL003|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBL003.webp
EG51d0c2ae18|LEV|LEV007|C|https://storage.googleapis.com/fabmaster/media/images/LEV007.width-450.png
EG51d0c2ae18|MON|MON122|C|https://storage.googleapis.com/fabmaster/media/images/MON122.width-450.png
EG51d0c2ae18|MON|MON122|C|https://storage.googleapis.com/fabmaster/media/images/U-MON122.width-450.png
EG621e593219|FAB|FAB150|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB150.png
EG621e593219|MON|MON243|C|https://storage.googleapis.com/fabmaster/media/images/MON243.width-450.png
EG621e593219|MON|MON243|C|https://storage.googleapis.com/fabmaster/media/images/U-MON243.width-450.png
EG621e593219|RVD|RVD005|C|https://storage.googleapis.com/fabmaster/media/images/RVD005.width-450.png
EG1033d2f380|DRO|DRO005|C|https://storage.googleapis.com/fabmaster/media/images/DRO005.width-450.png
EG1033d2f380|MON|MON241|C|https://storage.googleapis.com/fabmaster/media/images/MON241.width-450.png
EG1033d2f380|MON|MON241|C|https://storage.googleapis.com/fabmaster/media/images/U-MON241.width-450.png
EG44a3b7d749|DRO|DRO008|C|https://storage.googleapis.com/fabmaster/media/images/DRO008.width-450.png
EG44a3b7d749|MON|MON244|C|https://storage.googleapis.com/fabmaster/media/images/MON244.width-450.png
EG44a3b7d749|MON|MON244|C|https://storage.googleapis.com/fabmaster/media/images/U-MON244.width-450.png
EG44a3b7d749|OLD|OLD007|C|https://storage.googleapis.com/fabmaster/media/images/OLD007.width-450.png
EG44a3b7d749|RVD|RVD006|C|https://storage.googleapis.com/fabmaster/media/images/RVD006.width-450.png
EG44a3b7d749|UZU|UZU006|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-UZU/EN/UZU006.png
EGc6202fa903|MON|MON242|C|https://storage.googleapis.com/fabmaster/media/images/MON242.width-450.png
EGc6202fa903|MON|MON242|C|https://storage.googleapis.com/fabmaster/media/images/U-MON242.width-450.png
EGe9078a7747|CON|CON002|V|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CON002-RF.webp
EGe9078a7747|FAB|FAB019|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB019.png
EGe9078a7747|MON|MON089|L|https://storage.googleapis.com/fabmaster/media/images/MON089.width-450.png
EGe9078a7747|MON|MON089|L|https://storage.googleapis.com/fabmaster/media/images/MON089_Phantasmal_Footsteps.width-10000.png
EG1db79463b9|BOL|BOL006|R|https://storage.googleapis.com/fabmaster/media/images/BOL006.width-450.png
EG1db79463b9|DYN|DYN237|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN237.png
EG1db79463b9|LEV|LEV005|R|https://storage.googleapis.com/fabmaster/media/images/LEV005.width-450.png
EG9aabd9a6e0|CHN|CHN006|R|https://storage.googleapis.com/fabmaster/media/images/CHN006.width-450.png
EG9aabd9a6e0|DYN|DYN238|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN238.png
EGad19e32dcb|AUR|AUR029|R|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUR029.webp
EGad19e32dcb|DYN|DYN239|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN239.png
EGad19e32dcb|PSM|PSM007|R|https://storage.googleapis.com/fabmaster/media/images/PSM007.width-450.png
EGad19e32dcb|TER|TER030|R|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/TER030.webp
EGb08897b1ef|MON|MON239|C|https://storage.googleapis.com/fabmaster/media/images/MON239.width-450.png
EGb08897b1ef|MON|MON239|C|https://storage.googleapis.com/fabmaster/media/images/U-MON239.width-450.png
EGbdea9257d5|FAB|FAB256|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB256.png
EGbdea9257d5|MON|MON240|C|https://storage.googleapis.com/fabmaster/media/images/MON240.width-450.png
EGbdea9257d5|MON|MON240|C|https://storage.googleapis.com/fabmaster/media/images/U-MON240.width-450.png
EGbdea9257d5|MPG|MPG121|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG121.webp
EG83a93be7db|FAB|FAB020|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB020.png
EG83a93be7db|MON|MON107|L|https://storage.googleapis.com/fabmaster/media/images/MON107.width-450.png
EG83a93be7db|MON|MON107|L|https://storage.googleapis.com/fabmaster/media/images/U-MON107.width-450.png
EG83a93be7db|MPW|MPW012|L|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/MPW012-RF.webp
EGacca40e1e5|FAB|FAB017|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB017.png
EGacca40e1e5|MON|MON060|L|https://storage.googleapis.com/fabmaster/media/images/MON060.width-450.png
EGacca40e1e5|MON|MON060|L|https://storage.googleapis.com/fabmaster/media/images/U-MON060.width-450.png
EG5b938a380e|ELE|ELE145|C|https://storage.googleapis.com/fabmaster/media/images/ELE145.width-450.png
EG5b938a380e|ELE|ELE145|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE145.width-450.png
EG5b938a380e|FAB|FAB105|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB105.png
EG5b938a380e|OLD|OLD005|C|https://storage.googleapis.com/fabmaster/media/images/OLD005.width-450.png
EGdf223c5c90|BDD|BDD005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BDD005.webp
EGdf223c5c90|ELE|ELE235|C|https://storage.googleapis.com/fabmaster/media/images/ELE235.width-450.png
EGdf223c5c90|ELE|ELE235|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE235.width-450.png
EGb7ed0c2cda|ELE|ELE115|L|https://storage.googleapis.com/fabmaster/media/images/ELE115.width-450.png
EGb7ed0c2cda|ELE|ELE115|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE115.width-450.png
EGb7ed0c2cda|FAB|FAB052|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB052.png
EG78d42033d2|DRO|DRO006|C|https://storage.googleapis.com/fabmaster/media/images/DRO006.width-450.png
EG78d42033d2|ELE|ELE234|C|https://storage.googleapis.com/fabmaster/media/images/ELE234.width-450.png
EG78d42033d2|ELE|ELE234|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE234.width-450.png
EG78d42033d2|LXI|LXI004|C|https://storage.googleapis.com/fabmaster/media/images/LXI004.width-450.png
EGa863c6fff1|ELE|ELE144|L|https://storage.googleapis.com/fabmaster/media/images/ELE144.width-450.png
EGa863c6fff1|ELE|ELE144|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE144.width-450.png
EGa863c6fff1|FAB|FAB053|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB053.png
EG246551be01|ELE|ELE214|C|https://storage.googleapis.com/fabmaster/media/images/ELE214.width-450.png
EG246551be01|ELE|ELE214|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE214.width-450.png
EG246551be01|LXI|LXI003|C|https://storage.googleapis.com/fabmaster/media/images/LXI003.width-450.png
EGf4c8e1d0a4|ELE|ELE174|C|https://storage.googleapis.com/fabmaster/media/images/ELE174.width-450.png
EGf4c8e1d0a4|ELE|ELE174|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE174.width-450.png
EGf4c8e1d0a4|LXI|LXI005|C|https://storage.googleapis.com/fabmaster/media/images/LXI005.width-450.png
EGaf1681b3c8|ELE|ELE213|L|https://storage.googleapis.com/fabmaster/media/images/ELE213.width-450.png
EGaf1681b3c8|ELE|ELE213|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE213.width-450.png
EGaf1681b3c8|FAB|FAB050|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB050.png
EGaf1681b3c8|SUP|SUP256|L|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/SUP256.webp
EGaf1681b3c8|SUP|SUP256|L|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/SUP256-RF.webp
EGb1fee4d56e|BRI|BRI005|C|https://storage.googleapis.com/fabmaster/media/images/BRI005.width-450.png
EGb1fee4d56e|ELE|ELE116|C|https://storage.googleapis.com/fabmaster/media/images/ELE116.width-450.png
EGb1fee4d56e|ELE|ELE116|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE116.width-450.png
EGb1fee4d56e|FAB|FAB257|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB257.png
EGabcca77594|ELE|ELE233|C|https://storage.googleapis.com/fabmaster/media/images/ELE233.width-450.png
EGabcca77594|ELE|ELE233|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE233.width-450.png
EGabcca77594|FAB|FAB187|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB187.png
EG490bed167d|ELE|ELE203|L|https://storage.googleapis.com/fabmaster/media/images/ELE203.width-450.png
EG490bed167d|ELE|ELE203|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE203.width-450.png
EG490bed167d|FAB|FAB049|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB049.png
EG490bed167d|GEM|GEM079|P|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/GEM079-RF.webp
EG88d25f25cd|ELE|ELE204|C|https://storage.googleapis.com/fabmaster/media/images/ELE204.width-450.png
EG88d25f25cd|ELE|ELE204|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE204.width-450.png
EG88d25f25cd|MPG|MPG010|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/MPG010.webp
EG88d25f25cd|OLD|OLD003|C|https://storage.googleapis.com/fabmaster/media/images/OLD003.width-450.png
EG88d25f25cd|TER|TER003|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/TER003.webp
EGbea2630074|AUA|AUA006|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUA006.webp
EGbea2630074|ELE|ELE236|C|https://storage.googleapis.com/fabmaster/media/images/ELE236.width-450.png
EGbea2630074|ELE|ELE236|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE236.width-450.png
EGbea2630074|ROS|ROS215|C|https://storage.googleapis.com/fabmaster/cardfaces/2024-ROS/EN/ROS215.png
EGc8d005c198|ELE|ELE173|L|https://storage.googleapis.com/fabmaster/media/images/ELE173.width-450.png
EGc8d005c198|ELE|ELE173|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE173.width-450.png
EGc8d005c198|FAB|FAB054|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB054.png
EGcfa1965293|CON|CON004|V|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/CON004-RF.webp
EGcfa1965293|ELE|ELE224|L|https://storage.googleapis.com/fabmaster/media/images/ELE224.width-450.png
EGcfa1965293|ELE|ELE224|L|https://storage.googleapis.com/fabmaster/media/images/U-ELE224.width-450.png
EGcfa1965293|FAB|FAB051|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB051.png
EG4a6fdc4a87|AVS|AVS006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AVS006.webp
EG4a6fdc4a87|BRI|BRI008|C|https://storage.googleapis.com/fabmaster/media/images/BRI008.width-450.png
EG4a6fdc4a87|ELE|ELE225|C|https://storage.googleapis.com/fabmaster/media/images/ELE225.width-450.png
EG4a6fdc4a87|ELE|ELE225|C|https://storage.googleapis.com/fabmaster/media/images/U-ELE225.width-450.png
EG45e8afe071|EVR|EVR155|R|https://storage.googleapis.com/fabmaster/media/images/EVR155.width-450.png
EG45e8afe071|EVR|EVR155|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-EVR/EVR155-CF.png
EG45e8afe071|FAB|FAB146|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB146.png
EG45e8afe071|SLY|SLY003|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SLY003.webp
EGa73ce2cfd6|EVR|EVR137|M|https://storage.googleapis.com/fabmaster/media/images/EVR137.width-450.png
EG5c480c595f|EVR|EVR020|M|https://storage.googleapis.com/fabmaster/media/images/EVR020.width-450.png
EG5c480c595f|EVR|EVR020|M|https://dhhim4ltzu1pj.cloudfront.net/media/images/EVR020-CF.width-450.png
EG5c480c595f|FAB|FAB076|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB076.png
EGb0ad745c44|EVR|EVR053|M|https://storage.googleapis.com/fabmaster/media/images/EVR053.width-450.png
EGebe986f98f|EVR|EVR037|M|https://storage.googleapis.com/fabmaster/media/images/EVR037.width-450.png
EGebe986f98f|FAB|FAB079|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB079.png
EG75796305fd|EVR|EVR086|L|https://storage.googleapis.com/fabmaster/media/images/EVR086.width-450.png
EG75796305fd|FAB|FAB077|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB077.png
EG98dadfbcb7|EVR|EVR001|M|https://storage.googleapis.com/fabmaster/media/images/EVR001.width-450.png
EGd30dae8844|EVR|EVR018|L|https://storage.googleapis.com/fabmaster/media/images/EVR018.width-450.png
EGd30dae8844|FAB|FAB078|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB078.png
EG8ba1a6dcf9|AVS|AVS005|M|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/AVS005.webp
EG8ba1a6dcf9|EVR|EVR103|M|https://storage.googleapis.com/fabmaster/media/images/EVR103.width-450.png
EG8ba1a6dcf9|FAB|FAB080|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB080.png
EG9e5c6e22a8|ARA|ARA004|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA004.png
EG9e5c6e22a8|AUR|AUR004|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/AUR004.webp
EG9e5c6e22a8|BDD|BDD004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/BDD004.webp
EG9e5c6e22a8|DDD|DDD004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/DDD004.webp
EG9e5c6e22a8|DVR|DVR004|C|https://storage.googleapis.com/fabmaster/media/images/DVR004.width-450.png
EG9e5c6e22a8|KAT|KAT004|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT004.png
EG9e5c6e22a8|LGS|LGS100|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS100.png
EG9e5c6e22a8|LSS|LSS010|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LSS010_BACK.png
EG9e5c6e22a8|RVD|RVD004|C|https://storage.googleapis.com/fabmaster/media/images/RVD004.width-450.png
EG9e5c6e22a8|SAR|SAR005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAR005.webp
EG9e5c6e22a8|SAZ|SAZ006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SAZ006.webp
EG9e5c6e22a8|SBA|SBA006|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBA006.webp
EG9e5c6e22a8|SDA|SDA007|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDA007.webp
EG9e5c6e22a8|SDO|SDO005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SDO005.webp
EG9e5c6e22a8|SEN|SEN005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEN005.webp
EG9e5c6e22a8|SVI|SVI005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SVI005.webp
EG9e5c6e22a8|TER|TER005|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/TER005.webp
EG1423707b78|FAB|FAB106|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB106.png
EG1423707b78|RVD|RVD003|C|https://storage.googleapis.com/fabmaster/media/images/RVD003.width-450.png
EG547da267ea|FAB|FAB084|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB084.png
EG547da267ea|UPR|UPR166|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR166.png
EGe8a41b4524|UPR|UPR125|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR125.png
EGab6ff8216c|FAB|FAB086|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB086.png
EGab6ff8216c|UPR|UPR136|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR136.png
EG746e5681b4|ANQ|ANQ005|L|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/ANQ005-RF.webp
EG746e5681b4|DTD|DTD221|L|https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD221.png
EG746e5681b4|FAB|FAB088|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB088.png
EG746e5681b4|LSS|LSS013|P|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/LSS013_BACK.webp
EG746e5681b4|PEN|PEN310|L|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/PEN310.webp
EG746e5681b4|UPR|UPR182|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR182.png
EG4c1a1de187|FAB|FAB087|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB087.png
EG4c1a1de187|UPR|UPR084|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR084.png
EG1942de2506|FAB|FAB085|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB085.png
EG1942de2506|UPR|UPR151|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR151.png
EG7ba19d82df|UPR|UPR137|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR137.png
EGce57b408cb|FAI|FAI005|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/FAI005.webp
EGce57b408cb|UPR|UPR047|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR047.png
EGb066f97184|LGS|LGS103|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS103.png
EGb066f97184|UPR|UPR183|T|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR183.png
EGb066f97184|UPR|UPR183|T|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR183_CF.png
EGb7b9ff7c80|UPR|UPR184|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR184.png
EGb7b9ff7c80|UZU|UZU004|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-UZU/EN/UZU004.png
EGc52d515782|UPR|UPR185|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR185.png
EGd5a56fd12e|FAI|FAI006|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/FAI006.webp
EGd5a56fd12e|KAT|KAT006|C|https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-KAT/EN/KAT006.png
EGd5a56fd12e|UPR|UPR186|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR186.png
EG243d49dc0b|FAI|FAI004|C|https://d2wlb52bya4y8z.cloudfront.net/media/cards/large/FAI004.webp
EG243d49dc0b|UPR|UPR085|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR085.png
EGd57a685fb3|SEN|SEN009|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SEN009.webp
EGd57a685fb3|UPR|UPR152|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR152.png
EGbcf35efd80|DRO|DRO007|C|https://storage.googleapis.com/fabmaster/media/images/DRO007.width-450.png
EGbcf35efd80|FAB|FAB151|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB151.png
EGbcf35efd80|UPR|UPR004|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR004.png
EGbcf35efd80|UPR|UPR004|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR004_CF.png
EG3325fe1782|SBZ|SBZ004|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SBZ004.webp
EG3325fe1782|SIY|SIY005|C|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SIY005.webp
EG3325fe1782|UPR|UPR167|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR167.png
EG567ed225ae|UPR|UPR159|C|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR159.png
EG95b8412395|FAB|FAB083|P|https://storage.googleapis.com/fabmaster/cardfaces/promos/FAB083.png
EG95b8412395|UPR|UPR158|L|https://storage.googleapis.com/fabmaster/cardfaces/2022-UPR/UPR158.png
EG08e6d5225a|DYN|DYN171|M|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN171.png
EG08e6d5225a|DYN|DYN171|V|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN171_Marvel.png
EGa94d44d6da|AKO|AKO006|R|https://storage.googleapis.com/fabmaster/cardfaces/2024-ARMORY-AKO/EN/AKO006.png
EGa94d44d6da|DYN|DYN006|R|https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN006.png
EGa94d44d6da|SKA|SKA009|R|https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/SKA009.webp
