# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_equipment_csv.py
EquipmentGameId|SetId|CardId|Rarity
EG49ab287a3e|JDG|JDG042|P
EGf1841a42fe|AAZ|AAZ007|M
EG2b37199f3b|AAZ|AAZ005|M
EG50df058ce5|AAZ|AAZ006|M
EG50df058ce5|JDG|JDG033|P
EGcbccb5c3f4|AAZ|AAZ004|M
EGcbccb5c3f4|JDG|JDG039|P
EG9421e5d832|AUR|AUR005|C
EG9421e5d832|FAB|FAB334|P
EG91ba07603a|FAB|FAB335|P
EG91ba07603a|TER|TER006|C
EGc2f40b02f5|ROS|ROS246|M
EGd972771687|FAB|FAB253|P
EGd972771687|ROS|ROS163|L
EG1f75b53217|FAB|FAB254|P
EG1f75b53217|ROS|ROS211|L
EGa5fd04121a|FAB|FAB250|P
EGa5fd04121a|ROS|ROS028|L
EG210d794a2a|AUA|AUA004|C
EG210d794a2a|FLR|FLR004|C
EG210d794a2a|LGS|LGS316|P
EG210d794a2a|ROS|ROS115|C
EGb0e9796148|LGS|LGS321|P
EGb0e9796148|ROS|ROS213|C
EGb0e9796148|VER|VER004|C
EGe376924d16|ROS|ROS249|M
EG1bc2cb593f|ROS|ROS250|M
EG0efafeb9a8|FAB|FAB252|P
EG0efafeb9a8|ROS|ROS114|L
EG86b292b0ad|AUA|AUA003|C
EG86b292b0ad|LGS|LGS314|P
EG86b292b0ad|OSC|OSC003|C
EG86b292b0ad|ROS|ROS072|C
EG6a67d4254e|ROS|ROS251|M
EG135b942874|LGS|LGS322|P
EG135b942874|ROS|ROS214|C
EG16ec365a40|FLR|FLR003|C
EG16ec365a40|LGS|LGS312|P
EG16ec365a40|ROS|ROS029|C
EG16ec365a40|VER|VER003|C
EG7a9cb8fd01|LGS|LGS319|P
EG7a9cb8fd01|OSC|OSC005|C
EG7a9cb8fd01|ROS|ROS165|C
EG7a9cb8fd01|VER|VER005|C
EG4f8b9f9ab7|LGS|LGS320|P
EG4f8b9f9ab7|ROS|ROS212|C
EGf9da906d2d|LGS|LGS318|P
EGf9da906d2d|OSC|OSC004|C
EGf9da906d2d|ROS|ROS164|C
EGe4e531e81a|FAB|FAB251|P
EGe4e531e81a|ROS|ROS071|L
EGd4b46defb1|AUA|AUA005|C
EGd4b46defb1|FLR|FLR005|C
EGd4b46defb1|LGS|LGS317|P
EGd4b46defb1|ROS|ROS116|C
EG26110a0b5d|LGS|LGS315|P
EG26110a0b5d|OSC|OSC006|C
EG26110a0b5d|ROS|ROS073|C
EG6b53ba5e72|FLR|FLR006|C
EG6b53ba5e72|LGS|LGS313|P
EG6b53ba5e72|ROS|ROS030|C
EG6b53ba5e72|VER|VER006|C
EGe98af28afc|ROS|ROS240|M
EG49fc034c88|ROS|ROS241|M
EG7611c84271|ROS|ROS239|M
EGde6b0c8335|ROS|ROS242|M
EG0176284a12|AIO|AIO006|M
EGb54e1f6c83|AIO|AIO004|M
EGb54e1f6c83|JDG|JDG032|P
EGaca551018e|AIO|AIO005|M
EGaca551018e|JDG|JDG041|P
EG6639ddf76a|AIO|AIO003|M
EG76a6f45094|AJV|AJV006|L
EGff17cc2bc8|AJV|AJV004|M
EG63f0be4f01|AJV|AJV007|M
EG45bc83a0b0|AJV|AJV005|M
EGb4490e6395|HNT|HNT219|R
EG16642d1ddf|FNG|FNG005|R
EG16642d1ddf|HNT|HNT218|R
EGf441a74c29|HNT|HNT216|R
EGa347e7f70f|CIN|CIN004|R
EGa347e7f70f|HNT|HNT217|R
EGd4392b7cf9|FAB|FAB293|P
EGd4392b7cf9|HNT|HNT168|L
EG97709f598b|HNT|HNT220|C
EG08bc99fa6d|FNG|FNG004|C
EG08bc99fa6d|HNT|HNT148|C
EG24ff2356ee|ARK|ARK005|C
EG24ff2356ee|CIN|CIN005|C
EG24ff2356ee|HNT|HNT173|C
EG24ff2356ee|WOD|WOD005|C
EGfcf27dae87|FAB|FAB290|P
EGfcf27dae87|HNT|HNT143|L
EGd5563516f6|HNT|HNT252|M
EGa89f2fce28|HNT|HNT146|C
EGeb964be3ba|HNT|HNT145|C
EGbc74ce9c14|FAB|FAB292|P
EGbc74ce9c14|HNT|HNT115|L
EGc8711ffc7b|HNT|HNT171|C
EG5e3fadf864|CIN|CIN006|C
EG5e3fadf864|HNT|HNT172|C
EGe664572a7d|ARK|ARK004|C
EGe664572a7d|HNT|HNT170|C
EGb5f3bf8faa|HNT|HNT169|C
EGb5f3bf8faa|WOD|WOD003|C
EGc676e69e25|FAB|FAB291|P
EGc676e69e25|HNT|HNT011|L
EG5799b310b1|HNT|HNT250|M
EG3f36ebd76a|HNT|HNT147|C
EG24d0a600de|HNT|HNT215|L
EGd8ae578c6c|FNG|FNG006|C
EGd8ae578c6c|HNT|HNT195|C
EG5abcfa703e|HNT|HNT194|C
EGbad7d409df|HNT|HNT193|C
EGbad7d409df|WOD|WOD004|C
EG23e763d42f|HNT|HNT192|C
EG39e321a27d|ARK|ARK006|C
EG39e321a27d|HNT|HNT196|C
EG39e321a27d|WOD|WOD006|C
EG23262f7c56|HNT|HNT247|M
EG7902f2a22e|CIN|CIN003|C
EG7902f2a22e|FNG|FNG003|C
EG7902f2a22e|HNT|HNT144|C
EGbf0ea09f21|AST|AST003|M
EG41aa3b9b60|AST|AST004|M
EG87166fd4d7|AST|AST006|M
EG6bfaae1b40|AST|AST005|M
EGdb61f59b55|AMX|AMX003|M
EG83a8b71e95|AMX|AMX006|M
EGbf801db471|AMX|AMX005|M
EG2a013824ce|AMX|AMX004|M
EG4f4cd0fb1e|AGB|AGB007|M
EG9d4a4afc46|AGB|AGB003|C
EG9d4a4afc46|GEM|GEM037|P
EG9d4a4afc46|LGS|LGS398|P
EG9d4a4afc46|SEA|SEA045|B
EG1f46e60be3|AGB|AGB005|M
EG8490cc38ed|AGB|AGB004|M
EG36f8eff921|AGB|AGB006|C
EG36f8eff921|SEA|SEA046|C
EG626ae65437|SEA|SEA179|C
EGeed590a77f|LGS|LGS392|P
EGeed590a77f|SEA|SEA126|C
EGece34d3013|LGS|LGS393|P
EGece34d3013|SEA|SEA127|C
EGcd107cb5ed|SEA|SEA181|C
EG5e8a57166c|FAB|FAB336|P
EG5e8a57166c|SEA|SEA008|L
EG27209621a3|FAB|FAB337|P
EG27209621a3|SEA|SEA080|L
EG363a7a2658|LGS|LGS394|P
EG363a7a2658|SEA|SEA128|C
EG6705dbdbb7|SEA|SEA097|C
EGb31a11bfe8|FAB|FAB339|P
EGb31a11bfe8|SEA|SEA125|L
EG99faa10454|SEA|SEA081|C
EGefc8f6aa6f|SEA|SEA180|C
EG1f3033bab0|SEA|SEA184|C
EG7bc43d485e|SEA|SEA182|C
EG3110c6472d|SEA|SEA096|C
EG5740c261e6|LGS|LGS395|P
EG5740c261e6|SEA|SEA129|C
EGe7e538e0ec|SEA|SEA185|C
EG398bddb30f|SEA|SEA186|C
EG681fed2763|SEA|SEA009|C
EGbd22c8c2ad|FAB|FAB338|P
EGbd22c8c2ad|SEA|SEA095|L
EG92846056ad|SEA|SEA183|C
EG5aabb7cb01|SEA|SEA010|C
EGc18a86828d|ASR|ASR003|M
EG9783ab3dbf|ASR|ASR005|M
EGdcb0058e14|ASR|ASR004|R
EGdae9e0809f|APR|APR003|M
EGdae9e0809f|GEM|GEM080|P
EG30489f25ca|AVS|AVS003|M
EG30489f25ca|GEM|GEM081|P
EGc8776dabc1|MPG|MPG113|L
EG8a67026b76|MPG|MPG008|C
EG474571d607|MPG|MPG007|C
EG784b916377|MPG|MPG009|C
EG78acf6f7a4|MPG|MPG006|C
EGe0fb2ed49b|MPG|MPG115|R
EG85bb6ecd4f|MPG|MPG114|R
EG68c65d5f14|MPG|MPG116|R
EGb659dd6e54|MPG|MPG117|R
EGb5d2177f28|MPG|MPG004|L
EGb5d2177f28|MPG|MPG004|V
EG6bb56eb43b|MPG|MPG012|C
EGb1f9a71d23|SMP|SMP017|R
EGef9c59d255|SMP|SMP016|R
EG7ae8b1ac01|SMP|SMP014|R
EG3b6f02648b|SMP|SMP018|R
EG2eac65f1c9|SMP|SMP015|R
EG872a08baaf|APS|APS006|M
EG872a08baaf|SUP|SUP274|M
EGe8fab8a3c9|APS|APS007|M
EGe8fab8a3c9|SUP|SUP275|M
EGf400f7fa46|APS|APS004|M
EGf400f7fa46|SUP|SUP272|M
EG27b255c2db|APS|APS005|M
EG27b255c2db|SUP|SUP273|M
EGdc00102ffe|SUP|SUP253|M
EG18f3a81cda|LGS|LGS415|P
EG18f3a81cda|SUP|SUP212|C
EGf651574b5e|SUP|SUP125|L
EGed4c64734d|SUP|SUP250|M
EGed4c64734d|SUP|SUP250|V
EGc7f9621ace|SUP|SUP247|M
EGc7f9621ace|SUP|SUP247|V
EG15919399ba|SUP|SUP249|M
EG15919399ba|SUP|SUP249|V
EG67bcd4c15d|SUP|SUP248|M
EG67bcd4c15d|SUP|SUP248|V
EG76bdb6515c|LGS|LGS414|P
EG76bdb6515c|SUP|SUP211|C
EG9e1d13a919|SUP|SUP017|C
EG3427c0b77c|SUP|SUP018|C
EG8bb2b595aa|SUP|SUP079|C
EGc695a8d335|SUP|SUP168|L
EG354447160d|SUP|SUP065|C
EGdc4bd05bb7|SUP|SUP080|C
EG5ea998d107|SUP|SUP126|C
EGdd4cf85995|SUP|SUP011|C
EG6cb9fe2880|LGS|LGS416|P
EG6cb9fe2880|SUP|SUP213|C
EG67a8428f5c|SUP|SUP169|C
EG1053c86429|SUP|SUP073|C
EG9f53956c77|LGS|LGS417|P
EG9f53956c77|SUP|SUP214|C
EG82e95a859c|SUP|SUP003|C
EG8f7391d810|LSS|LSS008|P
EG3e6fd3f75c|JDG|JDG038|P
EG4373deef3f|LSS|LSS007|P
EG52b8fc0126|LSS|LSS014|P
EG52b8fc0126|LSS|LSS015|P
EG52b8fc0126|LSS|LSS016|P
EG23e038c1bd|JDG|JDG009|P
EG23e038c1bd|JDG|JDG010|P
EG460947aac2|JDG|JDG025|P
EG0b99f38036|JDG|JDG019|P
EG3dbfcc9504|JDG|JDG003|P
EG3dbfcc9504|JDG|JDG004|P
EGc1f3fa4232|LSS|LSS009|P
