# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_stories_index.py
StoryId|StoryKey|StoryType|Title|Authors|Illustrators|SourceLink|PublicationDate|ThumbnailImageLink|NarratedVideos
STeec230bec9|main-story/18-high-seas/captain-bones-and-the-city-of-gold.md|main-story|Captain Bones and the City of Gold||||||
STa0a1f64e14|main-story/18-high-seas/the-lost-treasure-of-blackwater-strait.md|main-story|The Lost Treasure of Blackwater Strait||||||
STd4a02b17c2|main-story/18-high-seas/trouble-in-larinkmorth.md|main-story|Trouble in Larinkmorth||||||
STa8d0c317bb|main-story/19-super-slam/feudmasters.md|main-story|Feudmasters||||||
ST7e4e9adebf|main-story/20-compendium-of-rathe/vow-unbroken.md|main-story|Vow Unbroken||||||
ST6cb4031a65|main-story/21-omens-of-the-third-age/omens-in-the-sky.md|main-story|Omens in the Sky||||||
ST4bff273f56|main-story/README.md|main-story|Main Story||||||
STdb68f46804|main-story/the-land-of-rathe.md|main-story|The Land of Rathe||||||
ST74660c65dc|other-characters/README.md|other-characters|Readme||||||
ST86a4863826|other-characters/krest-mortimer.md|other-characters|Dr. Krest Mortimer, 'The Fixer'||||||
ST7aa76e200d|other-characters/lady-bartimont.md|other-characters|Lady Bartimont||||||
ST54662de240|other-characters/lord-sutcliffe.md|other-characters|Lord Sutcliffe||||||
ST8d4bbe4211|other-characters/minerva-themis.md|other-characters|Minerva Themis||||||
STee09244564|other-characters/the-librarian.md|other-characters|The Librarian||||||
ST230756b4f0|short-stories/10-outsiders/a-thousand-cuts.md|short-stories|A Thousand Cuts||||||
ST756f2cc244|short-stories/10-outsiders/aiming-high.md|short-stories|Aiming High||||||
ST2df82d621c|short-stories/10-outsiders/bait-and-switch.md|short-stories|Bait and Switch||||||
ST07aa0bc193|short-stories/10-outsiders/cornering-your-prey.md|short-stories|Cornering Your Prey||||||
STdf36b96838|short-stories/10-outsiders/its-a-trap.md|short-stories|It's a Trap!||||||
ST7cb5b276d9|short-stories/10-outsiders/surging-to-success.md|short-stories|Surging to Success||||||
ST0d02d8e412|short-stories/11-dusk-till-dawn/living-on-a-prayer.md|short-stories|Living on a Prayer||||||
ST5200e516d4|short-stories/11-dusk-till-dawn/no-pain-no-gain.md|short-stories|No Pain No Gain||||||
STecf0adf1ac|short-stories/11-dusk-till-dawn/wings-of-wisdom.md|short-stories|Wings of Wisdom||||||
ST67972caf4f|short-stories/12-bright-lights/bright-lights.md|short-stories|Bright Lights||||||
STa92613f915|short-stories/12-bright-lights/dash-through-data.md|short-stories|Dash Through Data||||||
STb1adfc04ce|short-stories/12-bright-lights/maxx-imum-hype.md|short-stories|Maxx-imum Hype||||||
ST76f500400b|short-stories/12-bright-lights/more-than-human.md|short-stories|More Than Human||||||
STdc451bfdf8|short-stories/13-round-the-table/brevant-civic-protector.md|short-stories|Brevant, Civic Protector||||||
ST76029bca83|short-stories/13-round-the-table/melody-sing-along.md|short-stories|Melody, Sing-along||||||
STb64671df9e|short-stories/14-heavy-hitters/betsy.md|short-stories|Betsy||||||
STae635844e2|short-stories/14-heavy-hitters/kassai.md|short-stories|Kassai||||||
ST84affd0412|short-stories/14-heavy-hitters/kassais-diary.md|short-stories|Kassai's Diary||||||
ST7fc12cfae2|short-stories/14-heavy-hitters/kayo.md|short-stories|Kayo||||||
ST0db042536f|short-stories/14-heavy-hitters/march-armoury-kit.md|short-stories|March 2024 Armory Kit||||||
STaa8d516b2c|short-stories/14-heavy-hitters/olympia.md|short-stories|Olympia||||||
ST1854100a81|short-stories/14-heavy-hitters/rhinar.md|short-stories|Rhinar||||||
STa10534b366|short-stories/14-heavy-hitters/victor.md|short-stories|Victor||||||
STc0de5c982c|short-stories/15-part-the-mistveil/set-announcement.md|short-stories|Part the Mistveil||||||
ST6b2ed950ac|short-stories/15-part-the-mistveil/set-spoilers.md|short-stories|Part the Mistveil Spoilers||||||
ST9de4459c4c|short-stories/16-rosetta/aurora-shooting-star.md|short-stories|Aurora, Shooting Star||||||
ST47ebecbd43|short-stories/16-rosetta/florian-rotwood-harbinger.md|short-stories|Florian, Rotwood Harbinger||||||
STb10d60e90c|short-stories/16-rosetta/oscilio-constella-intelligence.md|short-stories|Oscilio, Constella Intelligence||||||
STd18bf2750b|short-stories/16-rosetta/verdance-thorn-of-the-rose.md|short-stories|Verdance, Thorn of the Rose||||||
ST1d5451c1fc|short-stories/20-compendium-of-rathe/seasonal-guide.md|short-stories|Seasonal Guide||||||
STc229de8e9b|short-stories/README.md|short-stories|Short Stories||||||
STb7257a80ec|short-stories/armory-decks/arakni-5l!p3d-7hru-7h3-cr4x.md|short-stories|5l!p 7hru 7h3 Cr4x 4nd Unh!ng3 Your V!c7!m||||||
ST0f1bee1830|short-stories/armory-decks/armory-decks.md|short-stories|Armory Decks||||||
ST59c70f6bb8|short-stories/armory-decks/gravy-bones.md|short-stories|Rise From The Depths And Terrorize The High Seas||||||
ST6ee58af2d5|short-stories/armory-decks/hala.md|short-stories|Armory Deck Origins: Hala||||||
ST2bc83525dd|short-stories/armory-decks/pleiades.md|short-stories|Build The Arena Atmosphere Like A Superstar!||||||
ST38ed2092b2|short-stories/armory-decks/rhinar.md|short-stories|Reclaim Your Territory! Rip Your Foes Apart!||||||
ST8d29e01968|short-stories/kassais-diary.md|short-stories|Kassai's Diary||||||
ST76d51229fc|short-stories/roll-of-honour/README.md|short-stories|Roll of Honor Short Stories||||||
STec28124db0|short-stories/roll-of-honour/briar-warden-of-thorns.md|short-stories|Roll of Honor: Briar, Warden of Thorns||||||
STf8af34d4cf|short-stories/roll-of-honour/briar.md|short-stories|Roll of Honor: Briar||||||
ST3dbfee7ba9|short-stories/roll-of-honour/chane.md|short-stories|Roll of Honor: Chane||||||
ST311aebb1b9|short-stories/roll-of-honour/dash.md|short-stories|Roll of Honor: Dash||||||
STe97bbb94e3|short-stories/roll-of-honour/ira-crimson-haze.md|short-stories|Roll of Honor: Ira, Crimson Haze||||||
ST5155b9f924|short-stories/roll-of-honour/iyslander-stormbind.md|short-stories|Roll of Honor: Iyslander, Stormbind||||||
ST5386953884|short-stories/roll-of-honour/iyslander.md|short-stories|Roll of Honor: Iyslander||||||
ST2b1dea0d9b|short-stories/roll-of-honour/kano.md|short-stories|Roll of Honor: Kano||||||
STae2f7d4f8a|short-stories/roll-of-honour/kassai-cintari-sellsword.md|short-stories|Roll of Honor: Kassai, Cintari Sellsword||||||
ST733d8526a2|short-stories/roll-of-honour/lexi-livewire.md|short-stories|Roll of Honor: Lexi, Livewire||||||
ST11cd8cb2fa|short-stories/roll-of-honour/oldhim-grandfather-of-eternity.md|short-stories|Roll of Honor: Oldhim, Grandfather of Eternity||||||
ST0a55089688|short-stories/roll-of-honour/oldhim.md|short-stories|Roll of Honor: Oldhim||||||
ST1b9464e42e|short-stories/roll-of-honour/rhinar.md|short-stories|Roll of Honor: Rhinar||||||
STb5030aad92|short-stories/roll-of-honour/victor-goldmane.md|short-stories|Roll of Honor: Victor Goldmane||||||
ST85d2d02234|short-stories/roll-of-honour/zen.md|short-stories|Roll of Honor: Zen||||||
STf02a71d465|weapons/README.md|weapons|Readme||||||
ST9f4494041b|weapons/cintari-saber.md|weapons|Cintari Saber||||||
ST8acf1da1c0|weapons/hanabi-blaster.md|weapons|Hanabi Blaster||||||
ST866a8dc111|weapons/mandible-claw.md|weapons|Mandible Claw||||||
STd031c940d0|weapons/merciless-battleaxe.md|weapons|Merciless Battleaxe||||||
ST3d747dbfa2|weapons/nebula-blade.md|weapons|Nebula Blade||||||
ST27a2500c6c|weapons/plasma-barrel-shot.md|weapons|Plasma Barrel Shot||||||
ST432823b397|weapons/reaping-blade.md|weapons|Reaping Blade||||||
ST5b3d2e1aee|weapons/red-liner.md|weapons|Red Liner||||||
STb157ba96c8|weapons/rok.md|weapons|Rok||||||
ST5761df53d9|weapons/sandscour-greatbow.md|weapons|Sandscour Greatbow||||||
STa80aa1a105|weapons/savage-claw.md|weapons|Savage Claw||||||
STa81ead9eaa|weapons/sledge-of-anvilheim.md|weapons|Sledge Of Anvilheim||||||
STed7de56130|weapons/surgent-aethertide.md|weapons|Surgent Aethertide||||||
ST15404de507|weapons/talishar-lost-prince.md|weapons|Talishar Lost Prince||||||
STed1753e24d|weapons/zephyr-needle.md|weapons|Zephyr Needle||||||
ST17ef02e02e|world-of-rathe/aria.md|world-of-rathe|Aria||||||
ST59f0e271b3|world-of-rathe/demonastery.md|world-of-rathe|Demonastery||||||
ST394b7f5954|world-of-rathe/high-seas.md|world-of-rathe|High Seas||||||
STd45e5e52c9|world-of-rathe/metrix.md|world-of-rathe|A Towering Metropolis||||||
ST3623a22657|world-of-rathe/misteria.md|world-of-rathe|Misteria||||||
ST1ee61c8316|world-of-rathe/nebulus-rift.md|world-of-rathe|Nebulus Rift||||||
ST18443a75c1|world-of-rathe/pits.md|world-of-rathe|Pits||||||
STa23ae34d36|world-of-rathe/rathe.md|world-of-rathe|World of Rathe||||||
STac17640362|world-of-rathe/savage-lands.md|world-of-rathe|Savage Lands||||||
ST92ea326291|world-of-rathe/solana.md|world-of-rathe|Solana||||||
ST6648f9fd6e|world-of-rathe/volcor.md|world-of-rathe|Volcor||||||
