# AUTO-GENERATED FILE — do not edit by hand. Regenerate with: python3 src/data/create_heroes_csv.py
HeroGameId|CardName|CanonicalId|ClassIds|TalentIds|Health|Intellect|AbilityText|Types
HG4466f913cd|Marlynn, Treasure Hunter|CN01c5443111|CL466f24c901, CLe8126c64c3||40|4|**Action** - {t}, destroy a Gold you control: Create a Goldfin Harpoon in your hand. **Go again**  Whenever you draw a card during your action phase, you may put an arrow from your hand face-up into your arsenal.|Pirate, Ranger, Hero
HG80dcd3d3b6|Puffin|CN967495f672|CL466f24c901, CLc2defff067||20|4|**Action** - {t}, destroy a Gold you control: Create a Golden Cog token.  The second time you crank each turn, draw a card.|Pirate, Mechanologist, Hero, Young
HGc95dfc6959|Puffin, Hightail|CN967495f672|CL466f24c901, CLc2defff067||40|4|**Action** - {t}, destroy a Gold you control: Create a Golden Cog token.  The second time you crank each turn, draw a card.|Pirate, Mechanologist, Hero
HGb870ccdf10|Scurv, Stowaway|CN7ecb66603a|CL466f24c901, CLc9fdea28cd||20|4|**Action** - {t}, destroy a Gold you control: Create a Goldkiss Rum token. **Go again**  Whenever you activate a Goldkiss Rum, gain {r}.|Pirate, Thief, Hero, Young
HG1919a40081|Ira, Scarlet Revenger|CN52881db6dd|CL04a4fce796||40|4|Your second attack each turn gets +1{p}.|Ninja, Hero
HGdd3aa340be|Bravo, Flattering Showman|CN962665711e|CL8060afda51||20|4|**Action** - {r}{r}, {t}: Turn a face-down card in your arsenal face-up. If it has crush, it gets +2{p} and **dominate** this turn. **Go again**|Guardian, Hero, Young
HG863b4c93ac|Valda, Seismic Impact|CN39da901bf4|CL8060afda51||40|4|Whenever an opponent draws 1 or more cards during an action phase, create that many Seismic Surge tokens.  At the start of your turn, if you control 3 or more Siesmic Surge tokens, cards you own with **crush** get **dominate** this turn.|Guardian, Hero
HG61bf75afb8|Bolfar, Bear Hands|CNa5626d4790|CL8060afda51||20|4|You can't equip weapons.  **Action** - {r}{r}{r}, {t}: The next attack action card with **crush** you play this turn may attack an additional hero. **Go again**|Guardian, Hero, Pit-Fighter
HGba766dd5ed|Groundbreaker Crix|CNb73a874b55|CL8060afda51||20|4|Your attacks get +1{p} while attacking a hero who controls a Seismic Surge token.  Whenever you attack a Guardian hero, **clash** with them. The winner creates a Seismic Surge token.|Guardian, Hero, Pit-Fighter
HGe08ab9e0fa|Fightmaster Kox|CN5ed2197785|CL8060afda51||19|4|**Action** - {t}, destroy a Gold you control: Look at the top 3 cards of the event deck, then put them back in any order. **Go again**|Guardian, Hero, Pit-Fighter
HG131adae3c7|Reya, the Unyielding|CN020341836c|CL8060afda51||21|4|Block cards you own and equipment you control with 1 or greater {d} get **protect**.  Whenever you protect another hero, create a Gold token.|Guardian, Hero, Pit-Fighter
HG46885d9fd0|Victor Goldmane, Match Fixer|CN88fa846e5f|CL8060afda51||20|4|**Instant** - {t}: Choose an opponent. The first card they reveal for their next clash this turn gets +1{p}. When they win that clash, you create a Gold token.  Whenever you attack, you may destroy 3 Gold you control. If you do, the attack gets +3{p} and **dominate**.|Guardian, Hero, Pit-Fighter
HGb3861e0644|Pleiades|CNe683652940|CL8060afda51|TLb211e516e8|20|4|**Instant** - {t}, remove a suspense counter from an aura you control: You may put a suspense counter on an aura of suspense you control.  Whenever the crowd cheers you, create a Confidence token.|Revered, Guardian, Hero, Young
HG3b29215454|Pleiades, Superstar|CNe683652940|CL8060afda51|TLb211e516e8|40|4|**Instant** - {t}, remove a suspense counter from an aura you control: You may put a suspense counter on an aura of suspense you control.  Whenever the crowd cheers you, create a Confidence token.|Revered, Guardian, Hero
HG461897db9d|Kayo, Strong-arm|CN9debd7bf7b|CL48a111b581|TLc090c7fd61|20|4|You start the game with 1 weapon zone.  **Instant** - {r}{r}{r}{r}, {t}: Target attack action card you control has 6 base {p}.  Whenever the crowd boos you, create a Vigor token.|Reviled, Brute, Hero, Young
HG2abb60f828|Kayo, Underhanded Cheat|CN9debd7bf7b|CL48a111b581|TLc090c7fd61|40|4|You start the game with 1 weapon zone.  **Instant** - {r}{r}{r}{r}, {t}: Target attack action card you control has 6 base {p}.  Whenever the crowd boos you, create a Vigor token.|Reviled, Brute, Hero
HG706417fab6|Lyath Goldmane|CNfac0a7f324|CL8060afda51|TLc090c7fd61|20|5|The base {p} and {d} of cards you control are halved, rounded up.  **Instant** - {r}{r}, {t}: **The crowd boos** you. Defending action cards you control get +1{d} this turn.  Whenever the crowd boos you, create a Might token.|Reviled, Guardian, Hero, Young
HG74f99ae6c1|Lyath Goldmane, Vile Savant|CNfac0a7f324|CL8060afda51|TLc090c7fd61|40|5|The base {p} and {d} of cards you control are halved, rounded up.  **Instant** - {r}{r}, {t}: **The crowd boos** you. Defending action cards you control get +1{d} this turn.  Whenever the crowd boos you, create a Might token.|Reviled, Guardian, Hero
HG042046d307|Tuffnut|CN0cc77e9ca9|CL48a111b581|TLb211e516e8|20|3|**Instant** - {t}: Pitch the top card of your deck. If it has 6 or more {p}, **the crowd cheers** you.  Whenever the crowd cheers you, create a Toughness token.|Revered, Brute, Hero, Young
HGa4eafe54ae|Tuffnut, Bumbling Hulkster|CN0cc77e9ca9|CL48a111b581|TLb211e516e8|40|3|**Instant** - {t}: Pitch the top card of your deck. If it has 6 or more {p}, **the crowd cheers* you.  Wheenver the crowd cheers you, create a Toughness token.|Revered, Brute, Hero
HG565a0e744d|Blaze, Firemind|CNb4bd8fc766|CLaf2c41eb4e||17|4|Whenever you **opt**, put energy counters on Blaze equal to the number of cards looked at this way.  **Once per Turn Instant** - Remove X energy counters from Blaze: Banish a Wizard non-attack action card from your hand with an effect that deals arcane damage equal to X. You may play it this turn as though it were an instant.|Wizard, Hero, Young
HGe127075a95|Brutus, Summa Rudis|CNdd308b32de|CL07546e2443||20|4|You may have cards with **clash** of any class or talent in your deck.  If all heroes in a **clash** would fail to win, instead choose which hero wins the clash.|Adjudicator, Hero
HG3b87d82bcd|Ruu'di, Gem Keeper|CNf87fce799e|CLaf904dcff9||40|4|You may only have PSA graded cards in your deck.  **Once per Turn Action** - {r}: Reveal the top card of your deck. If it's graded Gem Mint 10, put it into your hand, otherwise each opponent may draw a card. **Go again**|Hero, Merchant
HG9bfde8b301|Squizzy & Floof|CN60e559aefc|CLaf904dcff9||20|4|At the start of each opposing hero's turn, they may create a Cracked Bauble in their hand. If they do, you create a Gold token.|Merchant, Hero, Young
HG8183ea2463|Taipanis, Dracai of Judgement|CN03651c65d2|CL07546e2443|TL8d85e3583f|20|4|The first time each turn another hero becomes the target of a source that would deal lethal damage, you may discard a red card. If you do, choose new targets for that source.|Draconic, Adjudicator, Hero
HG54823a7fcb|Taylor|CN5d74ae093a|CL833a516c2b||18|4|You may have equipment of any class or talent in your inventory. Each equipment in your starting inventory must have a different name.  At the start of your turn, you may banish an equipment you control. If you do, equip a card of the same subtype from your inventory.|Shapeshifter, Hero, Young
HGf89191b270|Theryon, Magister of Justice|CN928ff5fde9|CL07546e2443|TLdfccc06f14|20|4|The first time each turn another hero destroys a card they don't control, you may pay {r}{r}. If you do, they destroy a non-hero permanent they control.|Light, Adjudicator, Hero
HG870b43f96b|Yorick, Weaver of Tales|CN266d235124|CLc40cbb33be||20|4|At the start of the game, all heroes shuffle their starting decks together. All heroes share the same deck and graveyard this game.|Bard, Hero, Young
